Transliterated_Comment,final_label,gpt_labelled
"speech aayi, lekin date of execution missing",sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bolo Jai shree Ram folded_hands red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic
q bhai sahi khaber sirf dhruv rathi hi batai ga kya ka bhi godi media ko bhi pucho,sarcastic,sarcastic
Aur inko Pappu PM chahiye face_with_raised_eyebrow face_with_monocle ......,sarcastic,sarcastic
scheme sun kar toh khushi se ro diya,sarcastic,sarcastic
mast hai.. ap bhi dekha karo.. daru ki zarurat nahi padti phir,sarcastic,non-sarcastic
le Lo khat khata khat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Education kitni jaruri h dekhlo ab face_with_tears_of_joy,non-sarcastic,sarcastic
miranda house ka bi page hona chahie ab to :-d :-p,sarcastic,sarcastic
kevala vaha baaten karate hain kaama kucha naheen,non-sarcastic,sarcastic
chapiline mara tila je amche bhagwan n sita baddal aashi bolli.,non-sarcastic,sarcastic
"Boyfriend ne date cancel kiya, kitna pyar dikh raha hai, bhenchod! 😡",sarcastic,sarcastic
lagataa hai bhaaee ne jyaadaa jora se pela diyaa new_moon_face,non-sarcastic,sarcastic
Transliterated_Comment,sarcasm_label,unknown
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic,non-sarcastic
"ye act ab nahi hatt sakta, ye tu (gaddar hindu) yad rakhiyo goblin oncoming_fist",non-sarcastic,sarcastic
Jai shree ram. smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,non-sarcastic
tum log ke karan aj hindu muslim apas me fight kar rhe hai but dhanbad me aysa nhi hai humlog sab mil ke rhte hai,non-sarcastic,non-sarcastic
Yah sab chutiya public hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
#guessthesong bade dhoke hai iss rah mein,sarcastic,sarcastic
eendia is a secular state. jitna jano utna yeh sentence joke banta jata hai.,non-sarcastic,sarcastic
Aur do modi ko dhokha mil gya n khata khat face_with_tears_of_joy,sarcastic,sarcastic
same yeahi kam ladka krta ladki ke sath yea char log usko pel dete face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
itna v sach nhi bolna tha didi peacefull comunity wale aate he honge apna RR krne face_with_tears_of_joy face_with_tears_of_joy samajhdar Bano secular nhi vote for BJP check_mark_button jay siya raam jay hind triangular_flag,sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy kaaba unboxing krdo fir ek bar,sarcastic,sarcastic
खटाखट खटाखट पैसा 1लाख दीजिए face_with_tears_of_joy,non-sarcastic,sarcastic
nu ke minute ek main milega,non-sarcastic,sarcastic
eess haramjazi ka mobile no. bi share karoo,sarcastic,sarcastic
I want a debate between these two,non-sarcastic,non-sarcastic
"direct case nhi lad sakte ,apko pehle challenge karna padega jiske bad apko waqf board case ladne ka time dega check_mark_button",sarcastic,non-sarcastic
"aare yar dhruv bhaiya ka bat acha se suno sitting chief minister me pehli jail gye hai wo cm 2013 mey baney, hain aur media jo bhi date bol rha hai 2013 ke pehle ka hain.",non-sarcastic,non-sarcastic
jaya shree raama triangular_flag triangular_flag triangular_flag folded_hands folded_hands folded_hands,non-sarcastic,non-sarcastic
Aur ab vo tere ghar per re rhe h,non-sarcastic,non-sarcastic
Yess all 10 gurus will be really happy and proud after seeing this bullshit because jis nation jis land ke liye unhone itne sacrifices itna ladhiya ki uska hi flag Aaj yeh log pair ke niche rakh rahe hai aur jitna muzey pata hai that their ancestors Sikhs have always protected india from invaders lekin ab ye log wo bhul Gaye hai. Waheguru mehar kari folded_hands_light_skin_tone,sarcastic,sarcastic
दीदी दीदी आपकी स्पीड तो बुलेट ट्रेन से भी बहुत तेज है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
aare bol k ma chudao ukhad to waise bhi nhi kuch paoge,sarcastic,sarcastic
rahul gandhi ke ghar per jaiye delhi mein uska ghar hai,non-sarcastic,non-sarcastic
Trailer dekh kar jali na jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
aagar vo red bull bhi pi leta to skull,sarcastic,sarcastic
Condom fatun zhali lavde var zopun meli face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
isake aage kaa veediyo bhee dikhaao,non-sarcastic,sarcastic
laya ra.cpara banata hotaanaa aataa kashaalaa eksapalena karato jhavanyaa shikshaa tara jhaaleecha paahije,non-sarcastic,sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,non-sarcastic,sarcastic
"Ye kattu Lulu ka muje mil gya na to ese me eski Urdu bhasa me samjhaunga , ki Konse nase me he babari mazzid mere laude pr rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing",sarcastic,sarcastic
Sambit bhai is GOD clapping_hands fire raising_hands,sarcastic,sarcastic
oop vaasee hone para main sarminda hun,non-sarcastic,sarcastic
kaha se kaha jod raha hai bhai,non-sarcastic,sarcastic
aagar sardar ki jagah hariyana ka driver hota to biker ki maiya avi tk 6 bar chod diya hota enraged_face,sarcastic,sarcastic
bhai de khich kar thobade pe sari hekdi nikal kar bahar ho jaegi izzat ladko ke pass nahi hota kya itna gali de rahi hai bhai lag raha hai iska saman bahut tait hai tabhi to kaha rahi hai ki yaha bhi pelege aur waha bhi pelege chale jao bhai pelwa lo thoda medam ki garmi thodi kam ho jayegi,sarcastic,sarcastic
gandhi ji ki yojana bhen bana kar ch****na,sarcastic,sarcastic
or yah congress ka nhi modi ka log h jo kala kapda pahan ke ai h pgli enraged_face,non-sarcastic,sarcastic
aabi usko iske bare me nhi pata h check_mark_button,non-sarcastic,non-sarcastic
bkl ab apne depression pe rap bana chal,sarcastic,sarcastic
Kal @Sneha ke saath old songs ki playlist sunte huye long drive pe gaya—perfect evening tha.🎵🚗,non_sarcastic,non-sarcastic
hee raanda aahe raanda budhavaara petheteela,non-sarcastic,sarcastic
Socho ye ese he to ye log jiski raah pe chalte he wo kitna gira hua hoga Su ?? face_with_tears_of_joy bell fire,sarcastic,sarcastic
Gravity ka naam suna hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
tuma to apanee bahana ko hee nahee cho.da rahe ghara men baapa kee bhee le liyaa karo mijaaja to usakaa bhee tumhe pataa hee hogaa face_with_tears_of_joy,non-sarcastic,sarcastic
es chutya ki surat hi buri lagti,non-sarcastic,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,sarcastic
aare landbhakt...sb hindu h..tumhare papa nhi jita to sb hizda wah beta,sarcastic,sarcastic
pehle jake apne papa ko pucho kala dhan kaha he 15 lakh fir duskore bare me bolna,sarcastic,sarcastic
Oho didi ke sath dhoka hua koi ni face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy pr ab modi ji se koi umid nhi rakhna face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
ye bina condom ke nahi leti na kya btau pareshan kar diya h meko face_with_tears_of_joy,sarcastic,sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic
bjp bhi yahi karti hai koi nuslim ke khilaf bola ya kuch kiya toh usko apna bap or ma bana leti hai,non-sarcastic,sarcastic
phle dena chiye tab jit jate,non-sarcastic,sarcastic
Sab bakwass karne ke baad.. He is playing victim card.!,non-sarcastic,sarcastic
aare modiji kyun bjp ko 370+ ndaa ko 400+ bol rahe hai jab ho jayega waqf board hataya jayega,sarcastic,sarcastic
graviti ka ma ka bhosda rolling_on_the_floor_laughing,non-sarcastic,sarcastic
Abe tu chal be fire rolling_on_the_floor_laughing smiling_face_with_sunglasses,non-sarcastic,sarcastic
Respect for women and our nation flag,non-sarcastic,non-sarcastic
kya apka qeemti mujassama mujhe mil sakta hai please red_heart red_heart red_heart,non-sarcastic,sarcastic
pehla 15lakh ta lai lo jihna nu 10sal ho gae ne ehna di ta sarkar e nai ayi,non-sarcastic,sarcastic
Camera man is real Chad moai mission passed respect+,sarcastic,non-sarcastic
Transliterated_Comment,sarcasm_label,unknown
rahana de bhaaee la.dakiyon ke khilaapha koee niyama nahee hai chaahe kisee kee bhee maa.n bahana eka kara de enraged_face enraged_face,non-sarcastic,sarcastic
Dogle hindus are in up enraged_face crying_face,non-sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic
aab jaha congress ayi hai waha to dena chahiye,sarcastic,sarcastic
hindoo o kaa jayaadaa vikaasa karanaa dhika naheen,non-sarcastic,sarcastic
eeske doosre bap me nhi pehna tha or ye paida ho gyi or isliye aisi post ki or jisne isko pad diya h wo hijada ki aulad h,sarcastic,sarcastic
hija bhaashana ekanaaryaannaa pahilaa tudavoona haanaayalaa paahije face_with_symbols_on_mouth,non-sarcastic,sarcastic
een jhahil logo ko kon samjhayega,sarcastic,sarcastic
nar ja tu ghatiya insan skull bhoot ban ja nanhus kathee ehi,non-sarcastic,sarcastic
Nsbs4 ha na Bhai fire strong oncoming_fist ha,non-sarcastic,sarcastic
jis din sudhanshu trivedi jaise scholar se ye german shepherd ki debate hui na toh ye bhag hi jayega …,sarcastic,sarcastic
jansankhya niyantran ki bahot jaruri hai our ye sirf modi hi kar sakta hai .isliye modi ka ana bahot jaruri,non-sarcastic,non-sarcastic
ye kaisaa haarta taching veediyo thaa,non-sarcastic,sarcastic
I will translate the caption in hindi fefra x-ray lungs shui people_hugging video,non-sarcastic,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy why taking india flag to Canada face_with_tears_of_joy stay in your country then if you don't like it,non-sarcastic,sarcastic
jo log gali dete bahan ke lode vo enke liye hi bani thi..,non-sarcastic,sarcastic
Waqf ko fuck karega ab modi face_with_tears_of_joy,non-sarcastic,sarcastic
Baba shi bol rhe cort to phle v tha to phle ye sb ku ni hua kuki hindu ko Hindu ni samjha kisi ne vote bank ke chakkar m aj hindu h or rhega hi isliye bjp ke sath hu jai shree Ram folded_hands folded_hands folded_hands,non-sarcastic,non-sarcastic
Isi Wajah se Congress ka Desh Safaya hoga ab.. Fata-fat.. Fata-fat.. Fata fat rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic,sarcastic
devala pn nhi sodt lok enraged_face,non-sarcastic,sarcastic
Fatti condom ke paidaish smiling_face_with_horns smiling_face_with_horns smiling_face_with_horns,non-sarcastic,sarcastic
andhaare chyaa gaandee javalachaa andhaara tine paahilaa naahee vaatata,non-sarcastic,sarcastic
eeska bap agar condom istemal karta to is panauti ka muh dekhana nhi parta,sarcastic,sarcastic
Are bhend ke lavde tera record mere area ke Rocky kutte ne bhi tod rakha he kya baate chodrai tu jhaatu face_with_tears_of_joy,non-sarcastic,sarcastic
"Influencer ka advice suna, ab toh life perfect ho jayegi, chutiya tips! 😒",sarcastic,sarcastic
nhi bhaiya m hu kattar hindu meri life time bjp ko hi rhega vote or mujhe bhut dukh h crying_face ki kuch hijde log h jo jo chahte h ki unke jija ko bnaye pm enraged_face,non-sarcastic,non-sarcastic
garv se kaho hum hindu hai nuslim cross_mark hawas ke pujari check_mark_button .,sarcastic,sarcastic
"nai b mere bacho ko bolunga, bharat bahar ke logo se nahi tere jaise gaddar logo se ladtha raha",sarcastic,sarcastic
hichyaa tondaavara kona kona pichakaaree maaranaara,non-sarcastic,sarcastic
photo to dikha do allah ki,non-sarcastic,non-sarcastic
Asli farzi admi ye Nehru hi tha khud to Mara Desh ko baat kr chala gaya....ek desh mei ek kanoon vyavastha hoti hai...ise dusri vyavastha Dene ki kya zaroorat thi...... secular ke naam pr marte marte desh bech gaya face_with_tears_of_joy,sarcastic,sarcastic
yar surname badal kar choonawala rakh …,sarcastic,sarcastic
Badi jhaantu ladki h face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
isiliye ab kejriwal ke samarthan me a gaye .,sarcastic,sarcastic
land dega sabko eka-eka go khatak khatakhat,sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy triangular_flag triangular_flag triangular_flag triangular_flag fire check_mark_button fire check_mark_button check_mark_button,non-sarcastic,sarcastic
randchi pora asich bol tat ai jhavadi,non-sarcastic,sarcastic
jumalaa paartee kaangresa ne mahilaa votara ko sirpha bevakoopha banaayaa vota ke lie,sarcastic,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic,sarcastic
Elvis yadav ke bi fan h aur log ushko dhram ke nam pe hi follow krte h fir tu ku ni bolta h kuch ekdm kotha wala h tu face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
"Nayi app launch hui, ab toh phone ka baap ban jayega! 📱",sarcastic,non-sarcastic
ek bar ye gali pe breaking news banayega na to maiyachud jayega tera,sarcastic,sarcastic
aal hamdulillah aj tak destroy krne wala paida hi nahi hua,sarcastic,sarcastic
mirchi kaha kaha lagi ha .. thode din me pata chalega abhi to shuruat ha fire,sarcastic,sarcastic
20 min de do ye khalistani madarchod ke pillo ki gand mar dete hai,sarcastic,sarcastic
5 star dew cross_mark 10 stadwe check_mark_button skull moai,non-sarcastic,sarcastic
Fearless Oscar Award Goes To this Men check_mark_button skull,non-sarcastic,sarcastic
Respect for her try face_blowing_a_kiss face_blowing_a_kiss,non-sarcastic,sarcastic
15 lakh wali bat kabhi suni h iske muh se face_with_tears_of_joy,sarcastic,sarcastic
tum log change lane mein expert ho,sarcastic,sarcastic
Inka toh safa chat ho gya skull_and_crossbones face_with_tears_of_joy grinning_face_with_sweat,non-sarcastic,sarcastic
yai sab ko chawal vi band karya di fata fat,sarcastic,sarcastic
Congress Congress smiling_face_with_heart-eyes Rahul Gandhi red_heart,non-sarcastic,sarcastic
Dhruv Rathee cross_mark Aam admi party worker check_mark_button,non_sarcastic,sarcastic
शिव उर्फ लिंग और लिंग पर कंडोम का उपयोग होता है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
admin cross_mark khud ki ma ka choda check_mark_button,sarcastic,sarcastic
elvish ke wqt muh bnd tha sbka,non-sarcastic,sarcastic
"Finally Goa tickets booked, ab bas zindagi ko slow-motion mein enjoy karna hai. 🏖️✈️",non_sarcastic,non-sarcastic
"Kids Trying To Defend Kejrubaal,,,,By Blaming That B.J.P has Arrested Him ,,, Beside Knowing That He Is a Corrupted Politician that's Why He Is In Jail,,& Kids Should Be Happy.,,,,But Today's Gen-Z Gaanduuu Generation Kids Are Just Dumb! clown_face banana",sarcastic,sarcastic
no never ag laga do waqf ko,non-sarcastic,sarcastic
face_with_tears_of_joy Only BJP orange_heart triangular_flag trident_emblem,non-sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy khatakhat ghar jaao .,sarcastic,sarcastic
Nahi Milega cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clapping_hands clapping_hands clapping_hands,non-sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
And still they say they respect women. Give equality to their 4 wives.,non-sarcastic,sarcastic
isake lie hee to 405 chaahie jitanaa bhee aapa borda kaa jo sanpatti hai jo neharoo sooara ne de diyaa thaa vaha saba bhaarata gavarnamenta ke andara men aanaa chaahie hindustaana ke andara men aanaa chaahie vaha gavarnamenta ke andara jo baabaa bheemaraava anbedakara ne jo sanvidhaana banaayaa hai usake andara men aanaa chaahie kyonki vaha usake baapa kaa sanpatti naheen hai vaha hama loga bhaarata desha kee sanpatti hai to bhaarata desha kee sanpatti kisake andara men honee chaahie bhaarata sarakaara ke andara men hone chaahie to jo neharoo ne galatee kee hai usako aba modee jee sudharenge 400 para aaegaa taba,sarcastic,unknown
