ह्या बैमुळे शिवससेना बरबाद झाली face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
great job aaaj tak ....ye news pe dikhaiye....plzzz ...vot me gadbad kisne ki samjh ayega pure desh ko enraged_face enraged_face enraged_face,sarcastic,
ye condom se bhi bahar gadh machane paida ho gai fati hui condom ki aulade,sarcastic,
yaalaa mhanataata udataa teera gaandeeta saaroona ghenan. face_with_tears_of_joy kaaya garaja hotee maga tulaa bullyaa ra.cpa karaayachee yaa vishayaavara.. mee tara mhanato tyaalaa sodoona tulaacha phaashee dilee paahije jhavaadyaa bhokaachyaa....,sarcastic,
eesme bhi hindu nuslim kr diya.... stupid,non-sarcastic,
naiya yaso rupaya pavva se power ee hai,non-sarcastic,
crying_face sikha kama hinduon kee rakshaa ke lie aura bhaarata kee rakshaa ke lie banee thee lekina shaayada vaha apanaa pharja aura karja donon bhoola gae raba unako sadbuddhi de vaaheguru jee khaalasaa vaaheguru jee fateha,non-sarcastic,
Jane do koyi kuch nahi bolega bura laga hai bechare ko ye sab bolne ke liye Paisa aaya hoga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Sudhanshu sir baap h Dhruv kaa fire fire fire fire,non-sarcastic,
to yahaan se nikala jaao paakistaana tora paidaa hue indiyaa se matalaba naa,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chatukar dhruv gaand me lagi na,sarcastic,
ek no. ka dogla hai report kro dosto ispe fire,sarcastic,
Glad i left journalism! Media is only injecting hatred in our mind,non-sarcastic,
Sioni cross_mark sunny Leone check_mark_button check_mark_button is ka bhi log condom laga kar vote karenge face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
500+ calls star plus face_with_tears_of_joy television,non-sarcastic,
ye runde aise hi krti hai inko lafed dena chahiye,non-sarcastic,
Pappu chuna lagaya inko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Please correct waqf board is one of the oldest organization since muslims Prophet not from Nehru,non-sarcastic,
Bhai maa baap change kr le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Itne serious topic pr bhai kyu rap krna hai,non-sarcastic,
hama to jannata jaaenge aura baakee loga bheekha maangenge,non-sarcastic,
To isme gravity kaha gyi?? weary_cat face_with_peeking_eye face_with_peeking_eye,non-sarcastic,
chamcho ka abbu jumla kar diya,sarcastic,
jaya shree raama folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag fire fire red_heart,non-sarcastic,
tera baap dega inko pese la..... U.... De face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
triangular_flag new_moon eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia triangular_flag loudly_crying_face triangular_flag angry_face enraged_face face_with_symbols_on_mouth triangular_flag folded_hands eendia red_heart,non-sarcastic,
हिला अंधारात नेव लागेल face_with_open_mouth face_with_open_mouth face_with_open_mouth मैने तुमको देखा तो क्या आती क्या बोल,non-sarcastic,
Stop playing Victim card.. You did wrong..,non-sarcastic,
kabza hi karna hai..bhukhe mar jao but kabza karo,sarcastic,
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,
angry_face angry_face angry_face angry_face angry_face angry_face,non-sarcastic,
enraged_face enraged_face enraged_face triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
Khalistan that means pakistan Pakistan enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face original sikh kavi aisa nahi kar sakte hai ye sab duplicate product hai,non-sarcastic,
Kaash kbhi mjhse aamna saamna ho jaaye rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
Tum sali ladkiyon munh kyon chhupa Rakha hai bee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy dam hai to munh dikha kar baat karo smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,sarcastic,
Lele gand me aand rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,
oop mai paida hona hi apne ap me garv ki bat hai,non-sarcastic,
lavadyaa maga he tulaa pahile samajale paaheejena hote. enraged_face enraged_face,non-sarcastic,
Abhi system bne do bhai check_mark_button,non-sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face angry_face angry_face angry_face angry_face,non-sarcastic,
Bhai wo karvat le rahi thi tune uske bum pe haat kyu lagaya skull skull skull face_with_tears_of_joy sale bahoot tej ho raha hai,non-sarcastic,
Me hi velli hu pata tha end me gravati ki maa chode ge rolling_on_the_floor_laughing,sarcastic,
eendia eendia eendia eendia eendia eendia eendia red_heart red_heart,non-sarcastic,
Aur do Congress ko vote...Aya ab samj me are Jo khud bhikari ho wo dusare ko kya khata khat paise dega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
to ye baat tum tumhari ammi or khala ko btao naa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
too kaa taaee mhanato tilaa laayakee aahe kaa tichee,sarcastic,
q ki desh drohi jo h dhurve rathee & apkapilla bhi h check_mark_button,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
chapri rider hamesha dusro ko taklif dete hai,non-sarcastic,
Godi media wa wa clapping_hands clapping_hands clapping_hands modi bhakt face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
8000 ke chakkar mein bike ho tum log ab le lo khatakhat khatakhat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Waqf borad cross_mark_button what the fuck board check_mark_button,non-sarcastic,
es sy acha big boss dekh leta hu eyes eyes,sarcastic,
aallah ki dua se hum bachhe jyada krenge lekin jb bt ayegi pdhne ki hum nhi padhayenge kyoki garib h n hum wah wah nuslims proud h,sarcastic,
India India India right-facing_fist left-facing_fist handshake handshake flexed_biceps flexed_biceps smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes OK_hand OK_hand thumbs_up thumbs_up,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
thike bhai tum bhi le lena bjp yuva neta ka sticker car pr face_with_tears_of_joy,sarcastic,
tela laga gayaa daabara kaa naama mita gayaa baabara kaa triangular_flag triangular_flag bolo jaya shree raama jaya gomaataa triangular_flag flexed_biceps,non-sarcastic,
randchi pora asich bol tat ai jhavadi,non-sarcastic,
ye condom iskay bab ney lagaya hota to ye randi aaaj peda hi nahi hoti na ye video ati,sarcastic,
Jai shree ram folded_hands triangular_flag triangular_flag triangular_flag,non-sarcastic,
The fact they are all muslim,non-sarcastic,
secular india my running_shoe foot face_with_tears_of_joy,non-sarcastic,
ध्रुव तुझे अकल नाम की चीज है या नही squinting_face_with_tongue squinting_face_with_tongue squinting_face_with_tongue कितना चाटोगे काँग्रेस की,sarcastic,
mahilaa sashakteekarana betee bachaao betee pa.dhaao face_with_tears_of_joy,non-sarcastic,
Transliterated_Comment,sarcasm_label,
nadam ke andar bahut pani hain,non-sarcastic,
why ur facts are so weak.... bhiya thoda to sudhar jao,non-sarcastic,
jaya shree raama meraa samarthana bhaajapaa sarakaara aba to thagabandhana mukta bhaarata honaa hee chaahie,sarcastic,
The confidence that I need in my life moai,non-sarcastic,
okay theek hai chal ja narr pehle jake jaldi se teri aullad se hi mathura aurr kashi ka uddghatan karwaenge teri nurrat pei dhookwake,sarcastic,
Wo sab chodho aap to ZEE NEWS mai the face_without_mouth . AAJ TAK mai kese aaye skull,sarcastic,
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Ye sab topic pr aap research kr skte hai. Google bhi itna information nahi de pata face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
hindustaana aura gajaba kaa kaanoona banaayaa..,sarcastic,
hila kuth aali ki hanli pahije,sarcastic,
garv se kaho hum hijra hai,sarcastic,
har ek dharm me chutya log hote hi hai.. aaisa apman bhagwan ka krna nahi chahiye,non-sarcastic,
Nehru ki ma. Ka bhsoda check_mark_button crying_face,sarcastic,
"wo kya nara tha ........kuch stupid sa ........kya sir............se ......,...kuch tha",non-sarcastic,
jisake naama men hee yonee hai to kandoma hee dikhegaa,sarcastic,
500 missed call from dangal channel,non-sarcastic,
Is this true or a joke rolling_on_the_floor_laughing,non-sarcastic,
हिला घ्या ते राऊंडाट face_with_tears_of_joy victory_hand_light_skin_tone hundred_points,non-sarcastic,
hum sab ki jai ho cowboy_hat_face,non-sarcastic,
hindu nuslim mai buraye karwane soch raha,sarcastic,
गोल माल है भाई सब गोल माल है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
"(semen) on the garment of the Messenger of Allah (may peace be upon him) dried up, I scraped it off with my nails. Sahih Muslim 2:572, S",non-sarcastic,
jab humari sarkar ayegi to bta denge,non-sarcastic,
Thr was no need to be so opportunistic to make a content on the incident. Now a days he'll lot of people out there make content on current issues just to get likes & followers but they don't think of the repercussions of it. Content makers need to be aware of things while doing their work.,non-sarcastic,
aa nalayak hai kaun iska sara magadavo bhee kataa huaa red_heart jaya mahaakaala clapping_hands,non-sarcastic,
oop walo ko pure desh se bad dua lag rhi h unka hisab ase he ho jayega folded_hands,non-sarcastic,
enraged_face enraged_face tummies aami chod ke gai thi,non-sarcastic,
Police wale in rider ko shii Tod te hain ye bike ko aukat se jada tezz bhagate hain face_with_tears_of_joy,sarcastic,
nahilao me sirf burqe wali hai isse pta chalta hai muslim samajh ka kuch nhi ho skta,sarcastic,
red_heart red_heart red_heart red_heart fire Jay shree Ram fire fire fire red_heart fire fire,non-sarcastic,
Chodam patti challenge rage he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Tum sab gareeb aana mat karib face_with_tears_of_joy,sarcastic,
Proud to be hindu check_mark_button triangular_flag fire check_mark_button check_mark_button check_mark_button,non-sarcastic,
Chutia law Chutia board Apne bank vote ke liye Congress ne bhot kuch galat kia h hinduo ke saath,non-sarcastic,
Proud to be Hindu triangular_flag fire,non-sarcastic,
Baik rider cross_mark chutiya rider check_mark_button,sarcastic,
yaha dekh k fat rahi h skull,non-sarcastic,
tu vipakshi ka supporter sirf isliye hoga kyuki teri family b us party ko support krti hoyegi tune b wahi mana to bhai andhvhakt tu hai mai ni raising_hands,sarcastic,
een chapri ke wajah se bike hi nahi deta crying_face,non-sarcastic,
ye chinal ko dundho bhai log,sarcastic,
"achchaa hai nakalee thaa ,naheen to maara daalatee ye bachche ko face_with_tears_of_joy",non-sarcastic,
Remove the act (waqf court ),non-sarcastic,
Tum se yahi ummid thi rolling_on_the_floor_laughing achcha hai ki ham log Hindu Hain triangular_flag,sarcastic,
Ye sab kya horha ha bai face_with_tears_of_joy,non-sarcastic,
Eat 5 star do nothing check_mark_button Mountain Due Dar Ki Maa Ki Choot check_mark_button middle_finger,sarcastic,
"dhruva raathee kaa baapa "" sudhaanshu "" fire fire fire",non-sarcastic,
hama inakee doosaree nyooja kaa intajaara kara rahe hai,non-sarcastic,
hame garv hai.hm odisha se hai. pure odisha kesharia rang se rang dia triangular_flag,non-sarcastic,
yaa andhaare baaeechyaa andhaara asanaaryaa bhaagaata koneetaree baana taakaa. mhanaje hee baaee hindoo devee devataa baabata kaaheecha bolanaara naahee.,non-sarcastic,
Proud to be Hindu check_mark_button triangular_flag fire Ishke chalte pure mushlim badnam ho raha h ... face_with_tears_of_joy,sarcastic,
Sabse bade dange tum media Wale hi karwate ho dharm k naam par wo bhi... face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Gravity rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Taiyyari Kro Aap Saas Bahu Serial Ke Liye Perfect ho face_with_tears_of_joy,sarcastic,
chutiya ...gyan n ho banta nhi krte rathi ji..,non-sarcastic,
main socha rahaa hu kaasha hamaare mohalle me hotaa,non-sarcastic,
Ya to latest news ha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Dhruv rathi ek no. Ka lauda insan h bhyii uski story Mt suna kro face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
jo re bahen choda enraged_face tu sala yehi ghinaunaa kaama kara sakto ho jai sanaatana dharma triangular_flag triangular_flag,non-sarcastic,
oop ke hijde gujrati madhyapradesh proud feel triangular_flag triangular_flag triangular_flag,sarcastic,
google se fact download kar raha tha samne google ka bap a gaya face_with_tears_of_joy,sarcastic,
Aur humm nhi bol rahe galti unki nhi hamari hai.. We should pass on our history.. With this shit..people.. Mindset,non-sarcastic,
ye ripoter mila hua sala enraged_face enraged_face enraged_face,non-sarcastic,
nil jye fir iski bari ye bhi nai iske bina hi,non-sarcastic,
ye baalikaa to uchcha shikshaa praapta kie huee hai relana relaaee kee baata bahuta jyaadaa ho rahee hai face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Koi kuch nahi bolega Flash Mom hai crying_face high_voltage,non-sarcastic,
thoda Germany main bait ke iske bare main video bnaoo . Thoda educate hona chahati hu main face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
logon ko marne ka man kar raha hai,non-sarcastic,
bjp walo ko vote dena ka bad kahna hatayga isko,non-sarcastic,
Dar ke aage Jeet hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button deww,non-sarcastic,
Fuddu rider sale galte to tare ha sale aa face_with_raised_eyebrow,non-sarcastic,
tuma jaba poochaa javaaba nahee diyaa to tuma next poocho usee pe yuddha mata kara lo tuma ok,non-sarcastic,
Bilkul hi jahil reporter h ye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kiy kuch bhi bol rha h,non-sarcastic,
Population Act is must........aise log baato se sudhrne waale nhi hai.,non-sarcastic,
