Original_Comment,Cleaned_Comment,Transliterated_Comment
Aaaree chuuu#@ya tuu jee hair n tee sagle tyachysarkhech distet😂 tujha dang pana mol Gela tuuu😂,Aaaree chuuu# tuu jee hair n tee sagle tyachysarkhech distet face_with_tears_of_joy tujha dang pana mol Gela tuuu face_with_tears_of_joy,Aaaree chuuu# tuu jee hair n tee sagle tyachysarkhech distet face_with_tears_of_joy tujha dang pana mol Gela tuuu face_with_tears_of_joy
तू फक्त भेट तुला सगळं सांगतो मग😂 तू काय केलय.,तू फक्त भेट तुला सगळं सांगतो मग face_with_tears_of_joy तू काय केलय.,too phakta bheta tulaa sagalan saangato maga face_with_tears_of_joy too kaaya kelaya.
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
तुझ्या गाडीत लय किडे रे 😂😂😂अग्रवाल चा तळतळाट लागला बग तुला 😂😂😂,तुझ्या गाडीत लय किडे रे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy अग्रवाल चा तळतळाट लागला बग तुला face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,तुझ्या गाडीत लय किडे रे face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy अग्रवाल चा तळतळाट लागला बग तुला face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Rap banane ki kya jarurat thi Bhai,Rap banane ki kya jarurat thi Bhai,rap banane ki kya jarurat thi bhai
"🤓 👩🏻 |
(\ )\ ✓( )✓ |
 \ \～",nerd_face woman_light_skin_tone | (\ )\ ✓( )✓ | \ \～,nerd_face woman_light_skin_tone | (\ )\ ✓( )✓ | \ \～
Content creation च्या नावाने कुठपण पिळकशील का? पडक लाकुड घ्याची मस्ती....,Content creation च्या नावाने कुठपण पिळकशील का? पडक लाकुड घ्याची मस्ती....,content creation chyaa naavaane kuthapana pilakasheela kaa? padaka laakuda ghyaachee mastee....
तीन वेळ भता मोफ्त आहे रा डी चा,तीन वेळ भता मोफ्त आहे रा डी चा,teena vela bhataa mophta aahe raa dee chaa
तुझ्यावर सुद्धा गुन्हा दाखल झाला पाहिजे,तुझ्यावर सुद्धा गुन्हा दाखल झाला पाहिजे,tujhyaavara suddhaa gunhaa daakhala jhaalaa paahije
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
कशाला जखमेवर मीठ चोळतो मग.,कशाला जखमेवर मीठ चोळतो मग.,kashaalaa jakhamevara meetha cholato maga.
iski dang marna chahiye,iski dang marna chahiye,iski dang marna chahiye
काश  त्या दिवशी त्याच्या वडिलांनी कंडोम वापरला असता.,काश त्या दिवशी त्याच्या वडिलांनी कंडोम वापरला असता.,kaasha tyaa divashee tyaachyaa vadilaannee kandoma vaaparalaa asataa.
@amol.sargar.313,,
@amol.sargar.313 😂,face_with_tears_of_joy,face_with_tears_of_joy
@amol.sargar.313 Tu pn tsach zala ahe 😂,Tu pn tsach zala ahe face_with_tears_of_joy,Tu pn tsach zala ahe face_with_tears_of_joy
@amol.sargar.313 🤣🤣🤣,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
उपटीत बस आता मधी जाऊन,उपटीत बस आता मधी जाऊन,upateeta basa aataa madhee jaaoona
नाद नाही भावा तुझा 🔥🔥🔥🤣,नाद नाही भावा तुझा fire fire fire rolling_on_the_floor_laughing,नाद नाही भावा तुझा fire fire fire rolling_on_the_floor_laughing
Chutiya,Chutiya,chutiya
Tuzya var vedant peksha jasta karwai honar .. ha niyam ahe,Tuzya var vedant peksha jasta karwai honar .. ha niyam ahe,tuzya var vedant peksha jasta karwai honar .. ha niyam ahe
"मै तेरी जगह पे होता तो कहता, वेदांत के मां ने ही मुझपे दबाव डाला था 😂","मै तेरी जगह पे होता तो कहता, वेदांत के मां ने ही मुझपे दबाव डाला था face_with_tears_of_joy","mai teree jagaha pe hotaa to kahataa, vedaanta ke maan ne hee mujhape dabaava daalaa thaa face_with_tears_of_joy"
ह्याच्या पण गां**त बांबू घाला....🤬,ह्याच्या पण गां**त बांबू घाला.... face_with_symbols_on_mouth,hyaachyaa pana gaan**ta baanboo ghaalaa.... face_with_symbols_on_mouth
तुझा आईचा गांडीला खूपच खाज होती घेतले झिरो वन,तुझा आईचा गांडीला खूपच खाज होती घेतले झिरो वन,tujhaa aaeechaa gaandeelaa khoopacha khaaja hotee ghetale jhiro vana
Support him,Support him,Support him
भावा मनापासून सॉरी तुला लय शिव्या हासादल्या😂😂 माफ कर भाई आम्हाला कुठ माहित होत तु पण त्या घटनेविरुद्ध आवाज उठवत होतास😂। पोलीस खरच येडे झालेत,भावा मनापासून सॉरी तुला लय शिव्या हासादल्या face_with_tears_of_joy face_with_tears_of_joy माफ कर भाई आम्हाला कुठ माहित होत तु पण त्या घटनेविरुद्ध आवाज उठवत होतास face_with_tears_of_joy । पोलीस खरच येडे झालेत,bhaavaa manaapaasoona saॉree tulaa laya shivyaa haasaadalyaa face_with_tears_of_joy face_with_tears_of_joy maapha kara bhaaee aamhaalaa kutha maahita hota tu pana tyaa ghataneviruddha aavaaja uthavata hotaasa face_with_tears_of_joy | poleesa kharacha yede jhaaleta
Ab jail mai Jakar content or rap song Bana de .  Middle class k aad mai aakar logo k bhavnano k sath khilwad nahi chalega baccha😅🤣,Ab jail mai Jakar content or rap song Bana de . Middle class k aad mai aakar logo k bhavnano k sath khilwad nahi chalega baccha grinning_face_with_sweat rolling_on_the_floor_laughing,Ab jail mai Jakar content or rap song Bana de . Middle class k aad mai aakar logo k bhavnano k sath khilwad nahi chalega baccha grinning_face_with_sweat rolling_on_the_floor_laughing
Tuzi Gand marli pahije nagda karun tula sagle kide martil tuza ganditle😂🤣,Tuzi Gand marli pahije nagda karun tula sagle kide martil tuza ganditle face_with_tears_of_joy rolling_on_the_floor_laughing,Tuzi Gand marli pahije nagda karun tula sagle kide martil tuza ganditle face_with_tears_of_joy rolling_on_the_floor_laughing
पहिले त्याला चोपा त्यांनी सगळी परिस्थिती चा स्वताची लाल करून घेण्यासाठी वापर केला... वाटलतर १/२ केस पण टाका म्हणजे अशे किडे वळवळ करणार नाही,पहिले त्याला चोपा त्यांनी सगळी परिस्थिती चा स्वताची लाल करून घेण्यासाठी वापर केला... वाटलतर १/२ केस पण टाका म्हणजे अशे किडे वळवळ करणार नाही,pahile tyaalaa chopaa tyaannee sagalee paristhitee chaa svataachee laala karoona ghenyaasaathee vaapara kelaa... vaatalatara 1/2 kesa pana taakaa mhanaje ashe kide valavala karanaara naahee
तू17 वर्षाचा आहे का टोनग्या नव्वद वर्षाचा असल्यासारखा वाटतोय,तू17 वर्षाचा आहे का टोनग्या नव्वद वर्षाचा असल्यासारखा वाटतोय,too17 varshaachaa aahe kaa tonagyaa navvada varshaachaa asalyaasaarakhaa vaatatoya
😂😂😂u deserve it 👍,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy u deserve it thumbs_up,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy u deserve it thumbs_up
झवत गाढ़व उराव घेतल तू😂,झवत गाढ़व उराव घेतल तू face_with_tears_of_joy,झवत गाढ़व उराव घेतल तू face_with_tears_of_joy
Tula kon sngitl hota.. Udta tir g**** ghyla😂,Tula kon sngitl hota.. Udta tir g**** ghyla face_with_tears_of_joy,Tula kon sngitl hota.. Udta tir g**** ghyla face_with_tears_of_joy
Ay chutay,Ay chutay,aay chutay
Ghal mde ani😂,Ghal mde ani face_with_tears_of_joy,Ghal mde ani face_with_tears_of_joy
आता उपटा शट्ट आणि खा बिस्किटं 😂,आता उपटा शट्ट आणि खा बिस्किटं face_with_tears_of_joy,aataa upataa shatta aani khaa biskitan face_with_tears_of_joy
Pune police should act on the accident case not on meme,Pune police should act on the accident case not on meme,Pune police should act on the accident case not on meme
Tula ancountar jala pahije harmkhor,Tula ancountar jala pahije harmkhor,tula ancountar jala pahije harmkhor
Attta kasa vatateeeee😂😂😂😂😂,Attta kasa vatateeeee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Attta kasa vatateeeee face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Suar ki play tere Sanskar batate Hain kitni gandgi Sanskar hai Teri,Suar ki play tere Sanskar batate Hain kitni gandgi Sanskar hai Teri,suar ki play tere sanskar batate hain kitni gandgi sanskar hai teri
"आता एक काम कर, आई ला घेऊन एका मोठ्या बिल्डर कडे जा आणि मग बाकीच्या स्टेप्स तुला माहीतच आहेत 😂😂😂","आता एक काम कर, आई ला घेऊन एका मोठ्या बिल्डर कडे जा आणि मग बाकीच्या स्टेप्स तुला माहीतच आहेत face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy","aataa eka kaama kara, aaee laa gheoona ekaa mothyaa bildara kade jaa aani maga baakeechyaa stepsa tulaa maaheetacha aaheta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy"
Tuza aai chi gand mather chod,Tuza aai chi gand mather chod,Tuza aai chi gand mather chod
Pahle gu khate waqt samjha nahin kya tere ko tu medal Kala se Hain,Pahle gu khate waqt samjha nahin kya tere ko tu medal Kala se Hain,pahle gu khate waqt samjha nahin kya tere ko tu medal kala se hain
Tuj Kay nahi hou shakt bhoooog aata karmachi fhal,Tuj Kay nahi hou shakt bhoooog aata karmachi fhal,tuj kay nahi hou shakt bhoooog ata karmachi fhal
He deserves it 😅,He deserves it grinning_face_with_sweat,He deserves it grinning_face_with_sweat
@imaditya.07x 😁,beaming_face_with_smiling_eyes,beaming_face_with_smiling_eyes
लय शिव्या देत हे गाभरु 🤣 याची चांगली गांऽऽ मारा 😜🙏🏻,लय शिव्या देत हे गाभरु rolling_on_the_floor_laughing याची चांगली गांऽऽ मारा winking_face_with_tongue folded_hands_light_skin_tone,लय शिव्या देत हे गाभरु rolling_on_the_floor_laughing याची चांगली गांऽऽ मारा winking_face_with_tongue folded_hands_light_skin_tone
Bhog ata😂 bc mafi nay chalat itha phatke padtat tu kiti mhota creature kiva aso😂,Bhog ata face_with_tears_of_joy bc mafi nay chalat itha phatke padtat tu kiti mhota creature kiva aso face_with_tears_of_joy,Bhog ata face_with_tears_of_joy bc mafi nay chalat itha phatke padtat tu kiti mhota creature kiva aso face_with_tears_of_joy
