Original_Comment,Cleaned_Comment
Tumhara sahi hai agar rate kam kar do to Congress ki wjeh se nahi karo to BJP galat hai. #GSTCouncil #GSTCouncilMeet #GST,tumhara sahi hai agar rate kam kar do to congress ki wjeh se nahi karo to bjp galat hai. #gstcouncil #gstcouncilneet #gst
Munh khola bhi to gobar karne ke liyehttps://twitter.com/htTweets/status/638589620171620352 …,nunh khola bhi to gobar karne ke …
sir aapne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega !!! thanks sir,sir apne skill devlopment programe lunch kiye jisase karoro logo ko rojgar milega !!! thanks sir
.@RanaAyyub sab gaaliya haipic.twitter.com/efKuJBEmrD,. sab galiya
Guthka kha le kanpuriye.. Joke samaj aa jaegahttps://twitter.com/EkKanpuriya/status/738979659623235584 …,guthka kha le kanpuriye.. joke samaj a …
@kachra_peti hahahaa no.. Ye @HathwalaThakur ki aadat hai maze lene ki,hahaha no.. ye ki adat hai maze lene ki
Govt ke pas Kashmir ke liye koi soch ya action plan nahi #GauRakshak #kashmir #TripleTalaq ke naam pr gadbad or gumrahi ke siwa koi kam nahi,govt ke pas kashmir ke liye koi soch ya action plan nahi #gaurakshak #kashmir #tripletalaq ke nam pr gadbad or gumrahi ke siwa koi kam nahi
"MSG khud God hain, par unke bhi ek Lord hainpic.twitter.com/eac1LvtPw6","nsg khud god hain, par unke bhi ek lord"
@kitAnurag kya baat hai! Saabash!,kya bat hai! sabash!
@Atheist_Krishna waah Atheist Dil jeet liya bhai @Smile_exalter,wah aatheist dil jeet liya bhai
@Singhlicious kuch samajh me aaye aisa likha kar  @The_Sleigher,kuch samajh me aye aisa likha kar
"Mujhe Chahiye Swaraj!
.
.
.
aur badi Gaadi aur Bangla aur Security aur Power aur..",nujhe chahiye swaraj! . . . aur badi gadi aur bangla aur security aur power aur..
Dil Mere Video Song HD Download by Kunaal Vermaa & Rapperiya Baalam http://t.co/hh3sZV1FjF,dil nere video song hd download by kunal verma & rapperiya balam
"guddu ki to lag gyi ,  band aakhon par hero tha ,  aankh khuli to zero :d","guddu ki to lag gyi , band akhon par hero tha , ankh khuli to zero"
.@JhaSanjay bhai link mat share kar.. isme congress walo ka hi haath hai @ndtv,. bhai link mat share kar.. isme congress walo ka hi hath hai
"@SandraBullocart LOL, Sharmaji ki beti hamein duniya ko bachana hai","lol, sharmaji ki beti hamein duniya ko bachana hai"
4 vade pure hona mushkil hai,4 vade pure hona mushkil hai
"Monday ko chhutti hai May day ki, sasta nahi hai I guess.","nonday ko chhutti hai nay day ki, sasta nahi hai ee guess."
"Apne bhai @ek_samosa_dena ka show hai mitron sunday ko.. Mumbai wali jaroor jaaye.. bookmyshow par tkt hai available 

Best luck bhaipic.twitter.com/fuS8pjP87Y",aapne bhai ka show hai mitron sunday ko.. numbai wali jaroor jaye.. bookmyshow par tkt hai available best luck
"Kuch kuch milta hai anjali, tum nahi samjhogihttps://twitter.com/uPoliticat/status/864066951475216384 …","kuch kuch milta hai anjali, tum nahi …"
"salu bahi sabka bahi salman bahi,,My Supar kahn Salman kahn kick se v suparhit hogi bajrangi bahijaan,","salu bahi sabka bahi salman bahi,,ny supar kahn salman kahn kick se v suparhit hogi bajrangi bahijan,"
@Being_Humor @KyaUkhaadLega @firstpost SAALA MAJNU JALTA HAI MUJH SE!pic.twitter.com/KALmfzlTpK,saaaalaa naajnoo jaaltaa haaee noojh
Kyo pade ho chakar me koi nahi hai takar me. Modi is best pm .,kyo pade ho chakar me koi nahi hai takar me. nodi is best pm .
@RoflGandhi_ woh toh hai hi thodi training dena isko :-D taaki ye yahan par bhi na pakaaye @OfficeOfRG,woh toh hai hi thodi training dena isko :-d taki ye yahan par bhi na pakaye
@MeetUunngLee Ye Satya Nadella ka bhai hai kya?,ye satya nadella ka bhai hai kya?
"#TajMahal to bhana h asal maqsad to #jaishah "" notebandi #GST aur bank mey charges ki loot se janta ka dhyan bhatkana h","#tajnahal to bhana h asal maqsad to #jaishah "" notebandi #gst aur bank mey charges ki loot se janta ka dhyan bhatkana h"
"@Dishasatra @runjhunmehrotra zaroor zaroor, tujhe gate par khada karenge baraatiyon ka swagat karne. Ok?","zaroor zaroor, tujhe gate par khada karenge baratiyon ka swagat karne. ok?"
@balliawalebaba gharwalo ne mujhe bhi badi mushkil se bulaya,gharwalo ne mujhe bhi badi mushkil se bulaya
@Miss_Ankiita kutiya soonghti huee aa jaegi @why_russ,kutiya soonghti huee a jaegi
@ek_samosa_dena toh soch kya raha hai?,toh soch kya raha hai?
me&amp,me&amp
"Play Mukesh ad at the beginning, pehle main hockey ka bahot bada khiladi tha, ek din anthem ke liye hada nahi hua logon ne meri taang tod dihttps://twitter.com/barandbench/status/803844745529327616 …","play nukesh ad at the beginning, pehle main hockey ka bahot bada khiladi tha, ek din anthem ke liye hada nahi hua logon ne meri tang tod …"
"Mujhko pehchaan lo "" mai hu DON ! #Trump #NATO","nujhko pehchan lo "" mai hu don ! #trump #naato"
haha! Bade shauk bhai,haha! bade shauk bhai
hmne bhi bahut kiye h ye kaam and hmre karnal m bhi h jain book shop .  .  .  :-d :-d :-d,hmne bhi bahut kiye h ye kam and hmre karnal m bhi h jain book shop . . . :-d :-d :-d
hamare teacher to pitai kar dete the .  .,hamare teacher to pitai kar dete the . .
Pakistan ke Terrorist ke khilaf fir ek bar #SurgicalStrike Commandos ne Sima Par Ghus kar 3 Pak Aatanki ko Mar Dala @BJP 4 India @BJP 4 Maharashtra . twitter . com / nrajXy 0 HnQ,pakistan ke terrorist ke khilaf fir ek bar #surgicalstrike commandos ne sima par ghus kar 3 pak aaatanki ko nar dala 4 eendia 4 naharashtra . twitter . com / nrajxy 0 hnq
Ismein nanga hone ki kya baat thi yaar aise hi chilla leta.https://twitter.com/mid_day/status/801374743383314432 …,eesmein nanga hone ki kya bat thi yar aise hi chilla …
@Sadafawanvk @aliaa08 @iamsrk @ParineetiChopra wow wow mujhe bulaye v nhi,wow wow mujhe bulaye v nhi
"@YearOfRat  bhai 72 saando ko apne peeche chhoda jayega.
Sunday ka kya plan hai? Janamdin hai aur match bhi. Milo? @Alllahdin",bhai 72 sando ko apne peeche chhoda jayega. sunday ka kya plan hai? janamdin hai aur match bhi. nilo?
@roshd Har cheese ki bhi herd hoti hai.,har cheese ki bhi herd hoti hai.
"@Atheist_Krishna ""Hahaha Krishna tu to mast tweet karne laga hai.. ye sab Bolshu ki sangati ka asar hai""pic.twitter.com/sRKlGxjcYM","""hahaha krishna tu to mast tweet karne laga hai.. ye sab bolshu ki sangati ka asar"
"bhaiya aapki care karte hai, paise ki baat nahi hai. Bhaiya balwaan to duniya unki kadrdaan ","bhaiya apki care karte hai, paise ki bat nahi hai. bhaiya balwan to duniya unki kadrdan"
@clued_up_chic mind ganda hona chahiye.. Saaf to tijori bhi hoti hai ,mind ganda hona chahiye.. saf to tijori bhi hoti hai
@_GandaBachcha unglee pehle usne kari hai @HathwalaThakur,unglee pehle usne kari hai
@AdvancedMaushi suhaagraat hai.. Ghoogat utha raha hu tera,suhagrat hai.. ghoogat utha raha hu tera
Bas kar bhai @DhuanDhari haath dukh jaega,bas kar bhai hath dukh jaega
"@YearOfRat LOL. Bhai na bolo aise, pyara junior hai and bhabhi :)","lol. bhai na bolo aise, pyara junior hai and bhabhi"
"haha jugaad tayar kar lena, @RNTata2000 ko bolna hai @invest_mutual @OpIndia_com @BloombergQuint @Raghav_Bahl","haha jugad tayar kar lena, ko bolna hai"
"Twitter pe aamjanta se b maangle ""sujhaav saare sujhaav ""milega user review kehte Hai..@GST_Council @arunjaitley #GST #GSThelpdesk","twitter pe amjanta se b mangle ""sujhav sare sujhav ""milega user review kehte hai.. #gst #gsthelpdesk"
Hashim Amla aur thode seb bhi le aana - Aamla ki Ammi #IndvsSA,hashim aamla aur thode seb bhi le ana - aaamla ki aammi #eendvssaa
Barish ko bhi pata hai kal #GST bharne ki aakhri tareekh hai is liye overtime chal raha hai .. #MumbaiRains,barish ko bhi pata hai kal #gst bharne ki akhri tareekh hai is liye overtime chal raha hai .. #numbairains
@MohitParmarr Apna bhi.,aapna bhi.
Sir ji kamal kardi apne vides me bhi.,sir ji kamal kardi apne vides me bhi.
"Bhuk lagi ""ho khana samne pada ho aur dieting ke naan pe mana karna pada... Tab jo dard hota hai woh en #Congressiyo se pucho","bhuk lagi ""ho khana samne pada ho aur dieting ke nan pe mana karna pada... tab jo dard hota hai woh en #congressiyo se pucho"
"RT @Dharanishanthi : RT @SankalpSharan : Rail research institute will open @ IIT BHU , kanpur #RailBudget2015 bt no one sees this #RespectResea","RT : RT : Rail research institute will open @ IIT BHU , kanpur #RailBudget2015 bt no one sees this #RespectResea"
#RightToPrivacy is a fundamental right ! But Hasmukh Bhai ki Privacy toh bhang hogayi Guggiji ke aane se 0 Dekhiye -,#RightToPrivacy is a fundamental right ! But Hasmukh Bhai ki Privacy toh bhang hogayi Guggiji ke aane se 0 Dekhiye -
RT @Eatstory : Holi hai #BhaangKulfi toh khani banti hai . Find the finest Bhaang Kulfi in #OldDelhi . https://t.co/WFyO6Mr7p1 :) https://t.coâ€¦,rt : holi hai #bhangkulfi toh khani banti hai . find the finest bhang kulfi in #olddelhi . €¦
@aanchalator Aage jake Dhoni se haarna. Usse achcha yahin ghutne tek do.,aaage jake dhoni se harna. oosse achcha yahin ghutne tek do.
saath me jha saab aur gsurya ko bhi le jaaye @Prudent_Niks,sath me jha sab aur gsurya ko bhi le jaye
"@babagkaghanta @Alllahdin @anpadh00 @retardedwriter @MeetUunngLee Sir, paay laagu","sir, pay lagu"
RT @faizansrkkhan : Kingo ... Gaadi me kuch the kya ? #DilwaleOnSony https://t.co/6qoSjTDhhw,rt : kingo ... gadi me kuch the kya ? #dilwaleonsony
@SimplySajidK bhai aapki kismat me ab yahi hain,bhai apki kismat me ab yahi hain
@Atheist_Krishna haha.. Thande paranthe khaaye honge.. Ab garam kar raha hai ,haha.. thande paranthe khaye honge.. aab garam kar raha hai
RT @DaarubaazMehta : MCD ruled by BJP in Delhi is giving salaries to 22000 non-existing persons #BJPKaMCDKachra http://t.co/t8Y5bhftKL,RT : MCD ruled by BJP in Delhi is giving salaries to 22000 non-existing persons #BJPKaMCDKachra
@someUSER - another example of a good college player who had a great week at senior bowl to ease concerns about toughs &amp,- another example of a good college player who had a great week at senior bowl to ease concerns about toughs &amp
"Perfect railway budget #BudgetBT # #RailBudget2015 #IndianRailways @abpnewstv @aajtakki to jal gyi , pata ni Konya milk h inka","perfect railway budget #budgetbt # #railbudget2015 #eendianrailways to jal gyi , pata ni konya milk h inka"
@IyerAvin Par NoShare nahin chalega,Par NoShare nahin chalega
Sir bi ni change karte kisii ka Chahe wo #Virat ho #Rahane ho ya fir #Pujara,sir bi ni change karte kisi ka chahe wo #virat ho #rahane ho ya fir #pujara
"@TheLastPeg Achhi baat hai yaar, wahin rehne chahiye jahan ab hai","aachhi bat hai yar, wahin rehne chahiye jahan ab hai"
Mann ki baat bhi https://twitter.com/Shakti_Shetty/status/881765164831436800 …,nann ki bat bhi …
"@ttrinadasgupta @girlinbluejeans tum pilao, paise khatam hogaye hai. end of month :'(","tum pilao, paise khatam hogaye hai. end of month :'("
@Sonu_ChaiPoha bhai use ek baar ni likha jaega.. kyu le raha hai uski @ColdCigar,bhai use ek bar ni likha jaega.. kyu le raha hai uski
@PriyancaBajaj kaisa hai bhai?,kaisa hai bhai?
"@indiantweeter yaar dil na tod, waise bhi kaafi kanyaon ne mere dil toda hai","yar dil na tod, waise bhi kafi kanyaon ne mere dil toda hai"
Twitter account nahi sambhalta desh chalane aaye hai. #JaiHo,Twitter account nahi sambhalta desh chalane aaye hai. #JaiHo
iss din ke laddu ke kya kehne .  .  .  .  .  .  .  . waah,iss din ke laddu ke kya kehne . . . . . . . . wah
@Pluuummm sudhari? Shaadi hogayi? Last name basal gaya? Ye kab hua??,sudhari? shadi hogayi? last name basal gaya? ye kab hua??
"@AtulSaurabh2 JDU jaegi har, ab aage badhega Bihar. #NitishKaNakliVikas","jdoo jaegi har, ab age badhega bihar. #nitishkanaklivikas"
#kohli nahi hota tujhse chase .....,#kohli nahi hota tujhse chase .....
Aa to jao id wale din hi dekh lennge ki iss baar bhi record tutna hai pehele wali movies se haha....... Being salman khan? 1000 crores,aaa to jao id wale din hi dekh lennge ki iss bar bhi record tutna hai pehele wali movies se haha....... being salman khan? 1000 crores
Bhai kya mazak hi ye 4.6 ho gye,bhai kya mazak hi ye 4.6 ho gye
Bhai  acha mazzak banaya aap ne aaj :-W,bhai acha mazzak banaya ap ne aj :-w
Agar #Trump Khilaaf ho gaya to kya hoga ....?,aagar #trump khilaf ho gaya to kya hoga ....?
"@twinitisha @tgirishkumar tumhare liye sirf pyar hai, tumhe nahi dikhta","tumhare liye sirf pyar hai, tumhe nahi dikhta"
"@SritikaDhar @indiantweeter Na na, theek hai. Chhado ji","na na, theek hai. chhado ji"
Online bheekh maanga amazing kaam hai kya ?,online bheekh manga amazing kam hai kya ?
@EngineeRoholic saale acche tweets dekha kar,sale acche tweets dekha kar
@tiwari_sd @digvijaya_28 diggi Chacha plz clarify education of Madamji n Rahul baba ? all congress party's reputation at stake,diggi Chacha plz clarify education of Madamji n Rahul baba ? all congress party's reputation at stake
"@palakkadpattr naah, share?","nah, share?"
modi fekte hi rahoge kya ?,modi fekte hi rahoge kya ?
@BJP4India has taken steps like #DeMonetisation & #GST 0 Warna agar @INCIndia hoti to 40 saal lag jaate ise laagoo karne mein. @ShefVaidya,has taken steps like #denonetisation & #gst 0 warna agar hoti to 40 sal lag jate ise lagoo karne mein.
Haarne wale hai :(,harne wale hai
@AnkitFearless yes vipul shah pagal ho Gaya,yes vipul shah pagal ho gaya
Le bhai @JhaSanjay MP me hia to bohot bole aap.. Ab bol le dikhao.https://twitter.com/timesofindia/status/609281503017570305 …,Le bhai MP me hia to bohot bole aap.. Ab bol le …
@narendramodi_in Sir mahashivratri ki hardik badai.om namay shivay ,sir mahashivratri ki hardik badai.om namay shivay
"Ik kuddi Jidda naam @indiantweeter hai.. gum hai, tull hai tull haipic.twitter.com/9W9NMnhNgj","eek kuddi jidda nam hai.. gum hai, tull hai tull"
thand me hum sab inactive pade hai .  .,thand me hum sab inactive pade hai . .
@Rishita_x Spam k liye Sorry but Maza agaya,spam k liye sorry but naza agaya
Jo haal 70 saal se ab tak nahi hua #Notebandi #GST #FDI #UNEMPLOYMENT #more,jo hal 70 sal se ab tak nahi hua #notebandi #gst #fdee #oonenploynent #more
Tujhe kyu ':-)' reply karu? Tujhe badi smile chahiye hain?,tujhe kyu ':-)' reply karu? tujhe badi smile chahiye hain?
@Alllahdin maine kuch nahi kiya milord,maine kuch nahi kiya milord
#TransformingIndia sabhi utpat bharth me hi bana chahiy mobile tv computer and more #MakeInIndia,#TransformingIndia sabhi utpat bharth me hi bana chahiy mobile tv computer and more #MakeInIndia
"@Riskiest_Poison sab bol rahe hai, lol","sab bol rahe hai, lol"
@SecularTrainee Hauz Khas kaafi nahi hai inhe,hauz khas kafi nahi hai inhe
Are Kuch na .. Tittar ho l,aare kuch na .. tittar ho l
"Desh ka bhala karo, jahan ho wahi ruk jao.https://twitter.com/RanaAyyub/status/897391999636037633 …","desh ka bhala karo, jahan ho wahi ruk …"
"i'm going to clutch at buster's billiards &amp; backroom in lexington ,  ky - dec 28 http/URL","i'm going to clutch at buster's billiards &amp; backroom in lexington , ky - dec 28"
"Bhai log, block karo isse. Aur @akshaykanitkar teri cover pic daali hai isne. https://twitter.com/yourfreenow/status/629653567343718400 …","Bhai log, block karo isse. Aur teri cover pic daali hai isne. …"
"Punjabi me baat ko kehte hai gal..
Punjabi me baat ko kehte hai gal..

Ab ki baar @witchybitchygal",punjabi me bat ko kehte hai gal.. punjabi me bat ko kehte hai gal.. aab ki bar
@OneChilledBeer ek din ke liye aaya darling my love,ek din ke liye aya darling my love
@MohitParmarr bhai tu aur bhide lage raho,bhai tu aur bhide lage raho
watching the 2nd punisher .  wish they'd make another one with quentin tarentino directing and thomas jane as castle,watching the 2nd punisher . wish they'd make another one with quentin tarentino directing and thomas jane as castle
Chhatarpur is far. Gurgaon aao yaar,chhatarpur is far. gurgaon ao yar
"me - mam ,  may i go to toilet plss ?  ?  mam - kyu jana h ?  ?  me - chambers of secrets kholne :-d","me - mam , may i go to toilet plss ? ? mam - kyu jana h ? ? me - chambers of secrets kholne :-d"
Kya #duplicate note aur #blackmoney sirf 500 aur 1000 ke note mein hi aate the ? What about 100 ka note ???,Kya #duplicate note aur #blackmoney sirf 500 aur 1000 ke note mein hi aate the ? What about 100 ka note ???
@byomkesbakshi u r awesome byom bhai,u r awesome byom bhai
@boogerworm I guess tumhra brain wash karne mai time lagega :p,I guess tumhra brain wash karne mai time lagega
Abhi public ko PM sahab ka dekhna hai... degree. #DegreeDikhaoPMSaab,aabhi public ko pn sahab ka dekhna hai... degree. #degreedikhaopnsab
@twinitisha no worries.. Ye beech ka hai waise bhi  @Atheist_Krishna,no worries.. Ye beech ka hai waise bhi
@someUSER ima ask for the day off !  im not gonna miss watching breaking dawn for our 10th month anniversary ! (:,ima ask for the day off ! im not gonna miss watching breaking dawn for our 10th month anniversary !
for the french fan of @someUSER the tvmovie : drew peterson : untouchable will be broadcasted thusday 16 october at 2:55 pm on #tf1  !,for the french fan of the tvmovie : drew peterson : untouchable will be broadcasted thusday 16 october at 2:55 pm on #tf1 !
Kya bhai @Madan_Chikna ab kisse shart laga baithe ?https://twitter.com/mid_day/status/801374743383314432 …,kya bhai ab kisse shart laga baithe ? …
chalk ke bahane chakkar laga liye guddu ne .  . hum to chalk lene jate the to class over hone ke baad hi aate the .  .  :p :p,chalk ke bahane chakkar laga liye guddu ne . . hum to chalk lene jate the to class over hone ke baad hi aate the . .
@rahulroushan dosti bani rahe,dosti bani rahe
Congrats Team India !!! Is baar bhi #INDIA hi patakhe phodega !!! #BleedBlue #IndvsPak #CWC15 #WeWontGiveItBack #,Congrats Team India !!! Is baar bhi #INDIA hi patakhe phodega !!! #BleedBlue #IndvsPak #CWC15 #WeWontGiveItBack #
@DailyVelli @prtxt Mastani and Kashibai,nastani and kashibai
@TweetErrant aaj khane me kya khaya,aj khane me kya khaya
@tweeting_pal mera hi hai yaar,mera hi hai yar
sincere aur aalsi ek saath kaise hota hai koi ??,sincere aur alsi ek sath kaise hota hai koi ??
"Pic1: Mummy dekho Mia Khalifa

Pic2: Lagta hai ab iski shaadi karwani hi padegi pic.twitter.com/TFIM3izfdl",pic1: nummy dekho nia khalifa pic2: lagta hai ab iski shadi karwani hi padegi
